variable,station_type,month,depth_bin_low,depth_bin_high,n,median,p01,p99,mean,std,min,max
practical_salinity,deep_cast,5,490,500,100,35.03250755943452,35.03133682641503,35.03526923149352,35.032635147878466,0.0007534765880365592,35.03058320373573,35.03537722838816
practical_salinity,deep_cast,5,500,510,100,35.03025573085364,35.0267834923406,35.03151720380174,35.03001482229935,0.0011268087883906561,35.02671005975024,35.03164418678075
practical_salinity,deep_cast,5,510,520,100,35.02549596439662,35.02268798045444,35.02792262225396,35.025481019119404,0.001067136354832813,35.02248035127573,35.02794085877407
practical_salinity,deep_cast,5,520,530,100,35.02066407833562,35.016279541812374,35.023161226469576,35.02060035514459,0.0014990939121937385,35.01589884387779,35.02353746763255
practical_salinity,deep_cast,5,530,540,100,35.01527420851895,35.011791595941126,35.01833010389947,35.015028307302345,0.0017239397282407174,35.01156119316802,35.018595099500885
practical_salinity,deep_cast,5,540,550,100,35.00414015541045,35.00234988330986,35.011635818614366,35.00481434671725,0.0020655134537369423,35.001382592611364,35.01199036467148
practical_salinity,deep_cast,5,550,560,100,35.00103189900108,34.998343595803455,35.00282833310579,35.0008042180486,0.0012871664251766393,34.997204565135036,35.00283487159966
practical_salinity,deep_cast,5,560,570,100,34.989255975720425,34.98377990661745,34.99718774198883,34.99054681196814,0.0038303406587186584,34.98304383393803,34.997418519434014
practical_salinity,deep_cast,5,570,580,100,34.9800121217489,34.93472441126677,34.98451269480702,34.972280028161535,0.013370259540341121,34.931499695890565,34.98466916446314
practical_salinity,deep_cast,5,580,590,11,34.94980601977844,34.94129901219411,34.95800862116678,34.94967080182177,0.004810820275585554,34.94091486857309,34.95846270489943
practical_salinity,deep_cast,6,0,10,3967,36.27581932681229,35.93163074147677,36.587891727470165,36.2611193166448,0.1402717038937749,35.87539964621091,36.588380980439055
practical_salinity,deep_cast,6,10,20,5013,36.27854970846508,36.02175213882543,36.586740889946,36.283430234330176,0.10873101806287468,35.934364121390935,37.2760586300476
practical_salinity,deep_cast,6,20,30,3663,36.297513089688536,36.064353848707825,36.48073415996456,36.30137081030319,0.08288431979416176,35.98927100458285,36.556072305202534
practical_salinity,deep_cast,6,30,40,1635,36.318282530160516,36.009643975674464,36.49007046370222,36.28401623654014,0.11623812753660318,36.000282331673795,36.49708999883391
practical_salinity,deep_cast,6,40,50,918,36.342144168625424,36.00374677513321,36.503285534547324,36.317901376768226,0.1131539975014498,35.81312697437935,36.50654431454544
practical_salinity,deep_cast,6,50,60,706,36.3449975575401,35.55271237940377,36.615210445412025,36.27526026455558,0.2847633131868621,35.46301041353052,36.622644150252874
practical_salinity,deep_cast,6,60,70,700,36.39834333035369,35.566015125080796,36.620089514287834,36.278642046283785,0.3163373186823305,35.56525737997522,36.638595017548425
practical_salinity,deep_cast,6,70,80,603,36.42241301580797,35.56040625233656,36.51704999085938,36.18457745517348,0.3477323529155582,35.56006559348309,36.53619334406002
practical_salinity,deep_cast,6,80,90,600,35.96742092181019,35.494533165274404,36.537662457480074,36.00118033466651,0.42734663450595894,35.46034685525363,36.53907340736127
practical_salinity,deep_cast,6,90,100,600,35.71681981323408,35.487352906255715,36.53187888971247,35.92998060255739,0.42804420038353236,35.48679098785271,36.53424166216936
practical_salinity,deep_cast,6,100,110,531,35.62078560477964,35.48071308303393,36.48315778795977,35.79643835487287,0.3763094724611489,35.48024627808988,36.493953844734996
practical_salinity,deep_cast,6,110,120,464,35.55373185072857,35.3967613380818,36.39291626076699,35.69242236492947,0.3332997689793773,35.379828943895795,36.40283956660917
